song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Tears in Heaven,Eric Clapton,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,audio_features,1kgdslQYmeTR4thk9whoRw,spotify:track:1kgdslQYmeTR4thk9whoRw,https://api.spotify.com/v1/tracks/1kgdslQYmeTR4thk9whoRw,https://api.spotify.com/v1/audio-analysis/1kgdslQYmeTR4thk9whoRw,271760,4
Blue Sky Mine - 2011 Remaster,Midnight Oil,0.631,0.852,1,-3.181,1,0.029,0.0601,0.000102,0.144,0.834,132.018,audio_features,6z9ehfxE973fOlKJKNJL2x,spotify:track:6z9ehfxE973fOlKJKNJL2x,https://api.spotify.com/v1/tracks/6z9ehfxE973fOlKJKNJL2x,https://api.spotify.com/v1/audio-analysis/6z9ehfxE973fOlKJKNJL2x,255600,4
Walking in Memphis,Marc Cohn,0.567,0.512,0,-8.831,1,0.0357,0.545,0.0,0.296,0.334,130.271,audio_features,5fgkjhICZnqFctrV0AyuQD,spotify:track:5fgkjhICZnqFctrV0AyuQD,https://api.spotify.com/v1/tracks/5fgkjhICZnqFctrV0AyuQD,https://api.spotify.com/v1/audio-analysis/5fgkjhICZnqFctrV0AyuQD,252613,4
Take on Me,a-ha,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
Hungry Like the Wolf,Duran Duran,0.664,0.888,7,-5.161,1,0.067,0.0252,0.0,0.216,0.605,127.369,audio_features,2qeESyQyH7MRHCBotCQsNq,spotify:track:2qeESyQyH7MRHCBotCQsNq,https://api.spotify.com/v1/tracks/2qeESyQyH7MRHCBotCQsNq,https://api.spotify.com/v1/audio-analysis/2qeESyQyH7MRHCBotCQsNq,209547,4
I Love The Nightlife (Disco 'Round),Alicia Bridges,0.691,0.596,0,-11.297,1,0.0501,0.371,4.99e-05,0.131,0.917,125.23,audio_features,3hFkc5EapnrwFDFCzFvft4,spotify:track:3hFkc5EapnrwFDFCzFvft4,https://api.spotify.com/v1/tracks/3hFkc5EapnrwFDFCzFvft4,https://api.spotify.com/v1/audio-analysis/3hFkc5EapnrwFDFCzFvft4,207053,4
Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
Blister In The Sun,Violent Femmes,0.726,0.537,0,-8.896,1,0.113,0.316,0.0,0.0707,0.887,96.91,audio_features,2ugghimAssmeO3YpFIV7mb,spotify:track:2ugghimAssmeO3YpFIV7mb,https://api.spotify.com/v1/tracks/2ugghimAssmeO3YpFIV7mb,https://api.spotify.com/v1/audio-analysis/2ugghimAssmeO3YpFIV7mb,145707,4
Creep,Radiohead,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,audio_features,6b2oQwSGFkzsMtQruIWm2p,spotify:track:6b2oQwSGFkzsMtQruIWm2p,https://api.spotify.com/v1/tracks/6b2oQwSGFkzsMtQruIWm2p,https://api.spotify.com/v1/audio-analysis/6b2oQwSGFkzsMtQruIWm2p,238640,4
Every Breath You Take,The Police,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
Little L,Jamiroquai,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,audio_features,7hhclvecTpNxNNRCk7NUoc,spotify:track:7hhclvecTpNxNNRCk7NUoc,https://api.spotify.com/v1/tracks/7hhclvecTpNxNNRCk7NUoc,https://api.spotify.com/v1/audio-analysis/7hhclvecTpNxNNRCk7NUoc,295400,4
Mamma Mia,ABBA,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,audio_features,2TxCwUlqaOH3TIyJqGgR91,spotify:track:2TxCwUlqaOH3TIyJqGgR91,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91,https://api.spotify.com/v1/audio-analysis/2TxCwUlqaOH3TIyJqGgR91,213267,4
Born To Be Wild,Steppenwolf,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,audio_features,63OFKbMaZSDZ4wtesuuq6f,spotify:track:63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/tracks/63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/audio-analysis/63OFKbMaZSDZ4wtesuuq6f,210373,4
Breakfast At Tiffany's,Deep Blue Something,0.624,0.826,2,-5.534,1,0.0287,0.113,0.0,0.0938,0.526,110.368,audio_features,3GpdNg7Krt9vjc6tgDoKe1,spotify:track:3GpdNg7Krt9vjc6tgDoKe1,https://api.spotify.com/v1/tracks/3GpdNg7Krt9vjc6tgDoKe1,https://api.spotify.com/v1/audio-analysis/3GpdNg7Krt9vjc6tgDoKe1,257187,4
Janie's Got A Gun,Aerosmith,0.631,0.763,5,-6.749,1,0.0269,0.00786,0.0133,0.207,0.387,115.121,audio_features,23zzKOubAzAu8xlQdkVvZ2,spotify:track:23zzKOubAzAu8xlQdkVvZ2,https://api.spotify.com/v1/tracks/23zzKOubAzAu8xlQdkVvZ2,https://api.spotify.com/v1/audio-analysis/23zzKOubAzAu8xlQdkVvZ2,329627,4
Am I Ever Gonna See Your Face Again,The Angels,0.297,0.925,4,-3.168,1,0.0923,0.0256,0.0,0.0684,0.668,167.463,audio_features,4aitU4belbggqbPGCDoZbD,spotify:track:4aitU4belbggqbPGCDoZbD,https://api.spotify.com/v1/tracks/4aitU4belbggqbPGCDoZbD,https://api.spotify.com/v1/audio-analysis/4aitU4belbggqbPGCDoZbD,202667,4
The Weight,Jimmy Barnes,0.557,0.56,2,-9.352,1,0.0332,0.324,0.0,0.0921,0.499,73.966,audio_features,6zL6lEsJxCOxHeLx0rfjfR,spotify:track:6zL6lEsJxCOxHeLx0rfjfR,https://api.spotify.com/v1/tracks/6zL6lEsJxCOxHeLx0rfjfR,https://api.spotify.com/v1/audio-analysis/6zL6lEsJxCOxHeLx0rfjfR,266667,4
Ray of Light,Madonna,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,audio_features,4Fpsa3pYc3gozrxHRRPvR6,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/tracks/4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/audio-analysis/4Fpsa3pYc3gozrxHRRPvR6,320693,4
Best of You,Foo Fighters,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,audio_features,5FZxsHWIvUsmSK1IAvm2pp,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,https://api.spotify.com/v1/tracks/5FZxsHWIvUsmSK1IAvm2pp,https://api.spotify.com/v1/audio-analysis/5FZxsHWIvUsmSK1IAvm2pp,255627,4
99 Red Balloons,Nena,0.709,0.49,4,-6.935,1,0.0526,0.0689,0.0,0.114,0.566,96.985,audio_features,7p8HVe22aGW1XtO1hoDHGo,spotify:track:7p8HVe22aGW1XtO1hoDHGo,https://api.spotify.com/v1/tracks/7p8HVe22aGW1XtO1hoDHGo,https://api.spotify.com/v1/audio-analysis/7p8HVe22aGW1XtO1hoDHGo,230667,4
More Than Words,Extreme,0.623,0.127,6,-14.935,1,0.0306,0.452,0.0,0.114,0.237,91.625,audio_features,2SbsvihBJmgNKZ4qkXFWrp,spotify:track:2SbsvihBJmgNKZ4qkXFWrp,https://api.spotify.com/v1/tracks/2SbsvihBJmgNKZ4qkXFWrp,https://api.spotify.com/v1/audio-analysis/2SbsvihBJmgNKZ4qkXFWrp,334040,4
And She Was,Talking Heads,0.703,0.654,9,-12.269,1,0.032,0.00753,0.0445,0.0811,0.974,126.436,audio_features,7DEALnmykcLQmUWMHN7UmS,spotify:track:7DEALnmykcLQmUWMHN7UmS,https://api.spotify.com/v1/tracks/7DEALnmykcLQmUWMHN7UmS,https://api.spotify.com/v1/audio-analysis/7DEALnmykcLQmUWMHN7UmS,219400,4
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,0.558,0.524,2,-11.626,0,0.0459,0.321,0.000952,0.94,0.636,93.654,audio_features,3BEZCNZSmVv30vsMNSOCri,spotify:track:3BEZCNZSmVv30vsMNSOCri,https://api.spotify.com/v1/tracks/3BEZCNZSmVv30vsMNSOCri,https://api.spotify.com/v1/audio-analysis/3BEZCNZSmVv30vsMNSOCri,289027,4
"Layla (with J. J. Cale) - Live at Ipayone Center, San Diego, CA, 3/15/2007",Eric Clapton,0.316,0.887,2,-6.704,0,0.0783,0.217,0.00084,0.985,0.42,112.219,audio_features,2N3MnCb6sHMa8xGhHNopBb,spotify:track:2N3MnCb6sHMa8xGhHNopBb,https://api.spotify.com/v1/tracks/2N3MnCb6sHMa8xGhHNopBb,https://api.spotify.com/v1/audio-analysis/2N3MnCb6sHMa8xGhHNopBb,504707,4
Here Comes the Rain Again - Remastered Version,"Eurythmics, Annie Lennox, Dave Stewart",0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,audio_features,78RIER8V6EhrqVPOBi2GYa,spotify:track:78RIER8V6EhrqVPOBi2GYa,https://api.spotify.com/v1/tracks/78RIER8V6EhrqVPOBi2GYa,https://api.spotify.com/v1/audio-analysis/78RIER8V6EhrqVPOBi2GYa,294587,4
I Don't Like Mondays,The Boomtown Rats,0.464,0.46,11,-6.874,1,0.0393,0.717,0.0,0.151,0.476,143.603,audio_features,7JFoeg0arawADjGcz9gBnq,spotify:track:7JFoeg0arawADjGcz9gBnq,https://api.spotify.com/v1/tracks/7JFoeg0arawADjGcz9gBnq,https://api.spotify.com/v1/audio-analysis/7JFoeg0arawADjGcz9gBnq,259093,4
Lonely Boy,The Black Keys,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,5G1sTBGbZT5o4PNRc75RKI,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4
My Sweet Lord,George Harrison,0.561,0.763,1,-7.416,0,0.0339,0.149,0.0,0.0863,0.557,121.053,audio_features,6u9pmFX8oAmaUyQ6k8gEkw,spotify:track:6u9pmFX8oAmaUyQ6k8gEkw,https://api.spotify.com/v1/tracks/6u9pmFX8oAmaUyQ6k8gEkw,https://api.spotify.com/v1/audio-analysis/6u9pmFX8oAmaUyQ6k8gEkw,280467,4
Jump,Van Halen,0.542,0.822,0,-7.201,1,0.0291,0.0745,0.00947,0.0645,0.772,130.011,audio_features,6Fba9RZtC6vTY814JToDtP,spotify:track:6Fba9RZtC6vTY814JToDtP,https://api.spotify.com/v1/tracks/6Fba9RZtC6vTY814JToDtP,https://api.spotify.com/v1/audio-analysis/6Fba9RZtC6vTY814JToDtP,239560,4
Relax,Frankie Goes To Hollywood,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,audio_features,2K22nUTdyr48JDwI5t906t,spotify:track:2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/tracks/2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/audio-analysis/2K22nUTdyr48JDwI5t906t,236800,4
Subterranean Homesick Blues,Bob Dylan,0.576,0.727,4,-9.973,0,0.05,0.702,0.0,0.324,0.751,173.854,audio_features,6k9DUKMJpWvu6eFG3O64Lg,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/tracks/6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/audio-analysis/6k9DUKMJpWvu6eFG3O64Lg,141293,4
Rio,Duran Duran,0.534,0.892,9,-5.695,1,0.0723,0.055,5.76e-05,0.0844,0.747,141.821,audio_features,2SEM1OHX0POc27jbphZEpW,spotify:track:2SEM1OHX0POc27jbphZEpW,https://api.spotify.com/v1/tracks/2SEM1OHX0POc27jbphZEpW,https://api.spotify.com/v1/audio-analysis/2SEM1OHX0POc27jbphZEpW,315160,4
Ziggy Stardust - 2012 Remaster,David Bowie,0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,audio_features,5IyL3XOaRPpTgxVjRIAxXU,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/tracks/5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/audio-analysis/5IyL3XOaRPpTgxVjRIAxXU,193880,4
Groove Is in the Heart,Deee-Lite,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2He3NOyqtLNE3RQPpeDdSb,spotify:track:2He3NOyqtLNE3RQPpeDdSb,https://api.spotify.com/v1/tracks/2He3NOyqtLNE3RQPpeDdSb,https://api.spotify.com/v1/audio-analysis/2He3NOyqtLNE3RQPpeDdSb,231787,4
Treaty,Yothu Yindi,0.738,0.72,2,-10.882,1,0.0485,0.00165,3.36e-05,0.0697,0.751,121.181,audio_features,6S8AoLX1vjvScELjPMrrJ3,spotify:track:6S8AoLX1vjvScELjPMrrJ3,https://api.spotify.com/v1/tracks/6S8AoLX1vjvScELjPMrrJ3,https://api.spotify.com/v1/audio-analysis/6S8AoLX1vjvScELjPMrrJ3,218227,4
Bennie And The Jets,Elton John,0.651,0.731,0,-6.542,1,0.0476,0.288,2.29e-06,0.597,0.747,131.928,audio_features,6Ulcs1ZFV3yMQmQrSfixiM,spotify:track:6Ulcs1ZFV3yMQmQrSfixiM,https://api.spotify.com/v1/tracks/6Ulcs1ZFV3yMQmQrSfixiM,https://api.spotify.com/v1/audio-analysis/6Ulcs1ZFV3yMQmQrSfixiM,320467,4
We Didn't Start the Fire,Billy Joel,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,audio_features,3Cx4yrFaX8CeHwBMReOWXI,spotify:track:3Cx4yrFaX8CeHwBMReOWXI,https://api.spotify.com/v1/tracks/3Cx4yrFaX8CeHwBMReOWXI,https://api.spotify.com/v1/audio-analysis/3Cx4yrFaX8CeHwBMReOWXI,287733,4
Our Lips Are Sealed - Single Version,The Go-Go's,0.608,0.864,8,-7.101,1,0.0522,0.0444,2.95e-06,0.0341,0.947,131.208,audio_features,1GVnAD8Iz45rux6EC657Yv,spotify:track:1GVnAD8Iz45rux6EC657Yv,https://api.spotify.com/v1/tracks/1GVnAD8Iz45rux6EC657Yv,https://api.spotify.com/v1/audio-analysis/1GVnAD8Iz45rux6EC657Yv,167960,4
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,audio_features,0B9x2BRHqj3Qer7biM3pU3,spotify:track:0B9x2BRHqj3Qer7biM3pU3,https://api.spotify.com/v1/tracks/0B9x2BRHqj3Qer7biM3pU3,https://api.spotify.com/v1/audio-analysis/0B9x2BRHqj3Qer7biM3pU3,169840,4
Better Be Home Soon,Crowded House,0.437,0.373,0,-14.846,1,0.028,0.261,1.2e-06,0.0984,0.355,93.519,audio_features,4ZYCwq1EMPY5zZt195ARWg,spotify:track:4ZYCwq1EMPY5zZt195ARWg,https://api.spotify.com/v1/tracks/4ZYCwq1EMPY5zZt195ARWg,https://api.spotify.com/v1/audio-analysis/4ZYCwq1EMPY5zZt195ARWg,187667,4
Smoke on the Water,Deep Purple,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558,audio_features,0XHWClSz0v6RIaRSGqJH3X,spotify:track:0XHWClSz0v6RIaRSGqJH3X,https://api.spotify.com/v1/tracks/0XHWClSz0v6RIaRSGqJH3X,https://api.spotify.com/v1/audio-analysis/0XHWClSz0v6RIaRSGqJH3X,337613,4
Killing Me Softly With His Song,"Fugees, Ms. Lauryn Hill",0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,audio_features,0Q0IVlqMV64kNLlwjPj0Hl,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl,298773,4
Money,Pink Floyd,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,0vFOzaXqZHahrZp6enQwQb,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1
Mickey,Toni Basil,0.674,0.913,4,-5.898,1,0.0521,0.124,1.06e-05,0.139,0.968,148.891,audio_features,4Gnl12vioGd6lgIjeYcMCl,spotify:track:4Gnl12vioGd6lgIjeYcMCl,https://api.spotify.com/v1/tracks/4Gnl12vioGd6lgIjeYcMCl,https://api.spotify.com/v1/audio-analysis/4Gnl12vioGd6lgIjeYcMCl,253200,4
Holy Grail,Hunters & Collectors,0.64,0.958,1,-3.982,0,0.0404,0.0578,0.0338,0.324,0.713,101.212,audio_features,7ieCsfrxC9ssTGUzCL8BHv,spotify:track:7ieCsfrxC9ssTGUzCL8BHv,https://api.spotify.com/v1/tracks/7ieCsfrxC9ssTGUzCL8BHv,https://api.spotify.com/v1/audio-analysis/7ieCsfrxC9ssTGUzCL8BHv,227719,4
Friday on My Mind,The Easybeats,0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,audio_features,2CT08rpgdut8qQs7IAzMGi,spotify:track:2CT08rpgdut8qQs7IAzMGi,https://api.spotify.com/v1/tracks/2CT08rpgdut8qQs7IAzMGi,https://api.spotify.com/v1/audio-analysis/2CT08rpgdut8qQs7IAzMGi,163293,4
Tomorrow,Silverchair,0.292,0.714,2,-4.919,1,0.0316,0.000658,0.000109,0.102,0.462,151.412,audio_features,24tO365YW6lcZr1hN4Ukzj,spotify:track:24tO365YW6lcZr1hN4Ukzj,https://api.spotify.com/v1/tracks/24tO365YW6lcZr1hN4Ukzj,https://api.spotify.com/v1/audio-analysis/24tO365YW6lcZr1hN4Ukzj,266280,3
I Heard It Through The Grapevine - Edit,Creedence Clearwater Revival,0.916,0.627,2,-8.045,1,0.0406,0.103,0.00392,0.0588,0.745,117.581,audio_features,5qhbJhRw3Q5s41Jt6JmFw0,spotify:track:5qhbJhRw3Q5s41Jt6JmFw0,https://api.spotify.com/v1/tracks/5qhbJhRw3Q5s41Jt6JmFw0,https://api.spotify.com/v1/audio-analysis/5qhbJhRw3Q5s41Jt6JmFw0,233067,4
Waterfalls,TLC,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,audio_features,6qspW4YKycviDFjHBOaqUY,spotify:track:6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,279507,4
1979,The Smashing Pumpkins,0.768,0.782,3,-10.231,1,0.033,0.021,0.683,0.0802,0.964,127.042,audio_features,3h5zik31hTTat9jmpCZZNC,spotify:track:3h5zik31hTTat9jmpCZZNC,https://api.spotify.com/v1/tracks/3h5zik31hTTat9jmpCZZNC,https://api.spotify.com/v1/audio-analysis/3h5zik31hTTat9jmpCZZNC,263573,4
Woman - Remastered 2010,John Lennon,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,audio_features,0GGxVTb0UwDwdaKNjBdCn3,spotify:track:0GGxVTb0UwDwdaKNjBdCn3,https://api.spotify.com/v1/tracks/0GGxVTb0UwDwdaKNjBdCn3,https://api.spotify.com/v1/audio-analysis/0GGxVTb0UwDwdaKNjBdCn3,212933,4
Power & The Passion,Midnight Oil,0.52,0.807,6,-4.722,1,0.048,0.00212,0.733,0.662,0.701,163.188,audio_features,45WjgyvuV0wlNet2wvEgc7,spotify:track:45WjgyvuV0wlNet2wvEgc7,https://api.spotify.com/v1/tracks/45WjgyvuV0wlNet2wvEgc7,https://api.spotify.com/v1/audio-analysis/45WjgyvuV0wlNet2wvEgc7,385813,4
I Just Don't Know What To Do With Myself,Dusty Springfield,0.334,0.853,11,-5.884,1,0.0877,0.51,0.0,0.19,0.347,98.303,audio_features,5LeJxZT0Ifj4zQgBnTMWeE,spotify:track:5LeJxZT0Ifj4zQgBnTMWeE,https://api.spotify.com/v1/tracks/5LeJxZT0Ifj4zQgBnTMWeE,https://api.spotify.com/v1/audio-analysis/5LeJxZT0Ifj4zQgBnTMWeE,181360,4
Crazy Little Thing Called Love,Queen,0.626,0.762,7,-6.846,1,0.0432,0.673,2.1e-06,0.325,0.766,76.793,audio_features,1F9NVicWfNQA5ki8WmEtk8,spotify:track:1F9NVicWfNQA5ki8WmEtk8,https://api.spotify.com/v1/tracks/1F9NVicWfNQA5ki8WmEtk8,https://api.spotify.com/v1/audio-analysis/1F9NVicWfNQA5ki8WmEtk8,163342,4
The Real Slim Shady,Eminem,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
Heroes - 2017 Remaster,David Bowie,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
Praise You,Fatboy Slim,0.602,0.893,1,-8.657,1,0.0484,0.0897,0.271,0.194,0.516,109.711,audio_features,10yY7i70r9wtllofw0GIpx,spotify:track:10yY7i70r9wtllofw0GIpx,https://api.spotify.com/v1/tracks/10yY7i70r9wtllofw0GIpx,https://api.spotify.com/v1/audio-analysis/10yY7i70r9wtllofw0GIpx,324240,4
True Colors,Cyndi Lauper,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,audio_features,2A6yzRGMgSQCUapR2ptm6A,spotify:track:2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/tracks/2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/audio-analysis/2A6yzRGMgSQCUapR2ptm6A,227600,4
Fantasy,Black Box,0.713,0.664,7,-9.095,0,0.046,0.00692,0.00184,0.163,0.49,98.102,audio_features,6aKxDL6KiKCHYsQyDq7Vgd,spotify:track:6aKxDL6KiKCHYsQyDq7Vgd,https://api.spotify.com/v1/tracks/6aKxDL6KiKCHYsQyDq7Vgd,https://api.spotify.com/v1/audio-analysis/6aKxDL6KiKCHYsQyDq7Vgd,312987,4
Stimulation,Wa Wa Nee,0.733,0.731,0,-12.495,1,0.0376,0.169,0.00103,0.0419,0.982,123.515,audio_features,6gpi2XrYL2CGOZKkdTB7vu,spotify:track:6gpi2XrYL2CGOZKkdTB7vu,https://api.spotify.com/v1/tracks/6gpi2XrYL2CGOZKkdTB7vu,https://api.spotify.com/v1/audio-analysis/6gpi2XrYL2CGOZKkdTB7vu,235760,4
What Is Love,Haddaway,0.75,0.77,5,-4.803,1,0.0414,0.000858,0.00947,0.33,0.681,127.991,audio_features,6YGUdTzzWPiuK7hX9oQRdc,spotify:track:6YGUdTzzWPiuK7hX9oQRdc,https://api.spotify.com/v1/tracks/6YGUdTzzWPiuK7hX9oQRdc,https://api.spotify.com/v1/audio-analysis/6YGUdTzzWPiuK7hX9oQRdc,204231,4
Rock And Roll All Nite,KISS,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,audio_features,3gdewACMIVMEWVbyb8O9sY,spotify:track:3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY,281613,4
Mrs. Robinson,Simon & Garfunkel,0.608,0.513,6,-11.124,0,0.0467,0.793,1.39e-05,0.107,0.796,91.946,audio_features,6iKSKHgjyeDhD8iisd4PLL,spotify:track:6iKSKHgjyeDhD8iisd4PLL,https://api.spotify.com/v1/tracks/6iKSKHgjyeDhD8iisd4PLL,https://api.spotify.com/v1/audio-analysis/6iKSKHgjyeDhD8iisd4PLL,230249,4
The Reflex,Duran Duran,0.556,0.9,0,-6.11,1,0.097,0.123,0.0,0.571,0.804,126.686,audio_features,0OsWMTxDjtpmJjX43113oq,spotify:track:0OsWMTxDjtpmJjX43113oq,https://api.spotify.com/v1/tracks/0OsWMTxDjtpmJjX43113oq,https://api.spotify.com/v1/audio-analysis/0OsWMTxDjtpmJjX43113oq,266933,4
Walk On the Wild Side,Lou Reed,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,audio_features,5p3JunprHCxClJjOmcLV8G,spotify:track:5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/tracks/5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/audio-analysis/5p3JunprHCxClJjOmcLV8G,254173,4
Gold,Spandau Ballet,0.711,0.74,10,-7.776,0,0.0361,0.258,0.0111,0.104,0.639,143.053,audio_features,1x4rQ0y9shqFzx6vZKQdUv,spotify:track:1x4rQ0y9shqFzx6vZKQdUv,https://api.spotify.com/v1/tracks/1x4rQ0y9shqFzx6vZKQdUv,https://api.spotify.com/v1/audio-analysis/1x4rQ0y9shqFzx6vZKQdUv,231480,4
What I Am,Edie Brickell & New Bohemians,0.619,0.677,11,-11.728,0,0.0746,0.624,6.46e-05,0.0589,0.571,177.873,audio_features,6hHUiDe461VUoTHnsplRYs,spotify:track:6hHUiDe461VUoTHnsplRYs,https://api.spotify.com/v1/tracks/6hHUiDe461VUoTHnsplRYs,https://api.spotify.com/v1/audio-analysis/6hHUiDe461VUoTHnsplRYs,296360,4
